Sample ,Hybrid Ensemble Model ,,,,,,,
,Macro F1,AUC,CV Mean F1,CV Std F1,Accuracy,,,
Original Dataset,0.51,0.536,0.541,0.015,0.54,,,
Merged Dataset,0.73,0.761,0.72,0.03,0.74,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
